status_id,label,sub_label,fulltext
'887717557070778368,7,1, is shaping the future of service providers in Germany and across Europe. Great to meet with the T-Systems team! 
'909787124714504192,1,,"My next chapter is going to be focused on the development of startup companies, nations, &amp; a startup world driving innovation &amp; job creation"
'1098286808452890624,1,,"#ICYMI @Savills has released their list of the best global cities for tech ??&amp; some might surprise you! I strongly believe we have to look outside of major hubs &amp; bring #tech jobs &amp; #startups to all areas of a country, including to the heartland of the US. https://t.co/mVW7Wq9jQr"
'1027671584591425536,9,,Edible insects are bound to be part of food culture in the U.S. and will also be key to solving global hunger. Here?? an inside look at how @JC2Ventures backed @AspireFG is tackling this global problem at their R&amp;D facility in Austin https://t.co/PCjafY7pqM
'1124855325545230336,7,," @CNBC @SquawkAlley @karaswisher @Recode @BeyondMeat Fair challenge, but it is a quality of food, health issue, environment impact and a price issue. Would you agree?"
'1037550232639160320,8,," @johndoerr Let me know what you think after you read it, thanks for kind words "
'1075455297169240064,7,,Extremely honored to receive @UCBerkeley?? Global Leadership Award at the 5th Annual World Open Innovation Conference. There's never been a greater need to foster stronger connections between leading academics &amp; business executives to address the future of work &amp; innovation. https://t.co/mwVaxJputN
'939247989880643584,0,,"In case you missed it, check out this video of me closing my office &amp; talking about the great lessons learned over the years, the exciting future for @Cisco &amp; my next chapter. I will always be grateful for the opportunity to be a part of @Cisco! https://t.co/pEOJRafY6p"
'1012397889279021056,10,,@cullen_robe @balbixinc You are funny!
'1104427871890821124,3,," @JC2Ventures @RSAConference @dianebrady Lance I did, friends and family for life"
'1044708126149267457,7,8,"Thanks @LizClaman for hosting me on @fbncountdown to discuss my leadership guide, which you can read in my new book #ConnectingTheDots. I've found universal lessons that can be applicable to any leader, whether you??e the head of a company or a country. https://t.co/4ARglAMmTM"
'1064991165508767745,7,1,"Reflecting on my career, I wish I had dreamed even bigger, which is what I?? helping #startups do today. Thanks @CognitiveTimes a great conversation on how I'm helping @SparkCognition and other innovators navigate the ever-changing market infrastructure. https://t.co/M1FyzNULb4"
'1021802316041613312,1,,"I?? betting big on AI and agree w/ @Digitaltonto who said in @HarvardBiz that ??he possibilities [of AI] would seem to justify the hype.??When implementing an AI strategy, leaders should have a clear purpose for AI &amp; wisely choose what tasks to automate. https://t.co/kY8mreY6lu"
'1104428000962064384,1,,@skaragiannis @JC2Ventures @RSAConference @dianebrady @webiqnl I would agree!
'1103014733697867776,1,,"As technology continues to evolve, mobile security is becoming top of mind for companies of all shapes &amp; sizes. That?? why I believe in the promise of @Privoro?? #SafeCase, the first high-security, intelligent smartphone case. For more, visit: https://t.co/MW30T0KOeJ"
'986028051606650880,1,,"While #TechNetDay 2018 is a wrap ??I?? excited to keep an open, on-going dialogue throughout the year to ensure we??e moving the #tech industry and our startup nation forward. https://t.co/zu82zRMNOr"
'1108087880134475777,1,,"#DidYouKnow that 70% of digital transformation initiatives fall short? This recent @HarvardBiz article shows that these efforts are successful only when a leader?? vision &amp; strategy of the organization drives technological solutions, not vice versa.https://t.co/yy1rZs6gSe"
'1102633409220767744,7,1,"I??l be heading to @RSAConference this Thursday w/ @dianebrady to discuss what makes businesses successful in the digital era. I?? excited to share my insights with #cybersecurity firms, which are leading the way in terms of digital transformation. https://t.co/f2v1vjPnKo"
'956585317716275200,7,1,"Yesterday @wef @EmmanuelMacron said ??rance is back!??&amp; a key priority for future is investing in the education of girls, because without that there won?? be equality. This is something countries &amp; businesses of all sizes should be focused on! #WEF18 https://t.co/4AlH9zngPq"
'1055915339697934336,7,,"As an investor, I?? less focused on quarterly volatility than I am on identifying which stocks will be successful over the next 1-3 years. Thanks to the @SquawkAlley team for having me on the show this morning to discuss which #tech stocks I'm betting on. https://t.co/4HrnxIRiaa"
'892092948514516992,10,,A classic Indian wedding of the son of my dear friend Pankaj Patel. Congratulations and a great future Shaan &amp; Sonia! https://t.co/6RlWO13SOU
'904178393666658304,9,,I believe in a world where everyone is valued equally. Let's spark a global conversation with @valuabletribe #valuable
'949366046531596288,1,,"If you follow me, you know I believe #startups will be the main driver of jobs &amp; innovation in the future ??but startup creation is at a 40-year low. Check out my latest LinkedIn article with thoughts about how we can hit reset on the US startup ecosystem! https://t.co/arjZghTdvE"
'915263392910336000,8,,.@OrangeSkyAU Congrats Lucas &amp; Nick for changing the lives of 100K homeless in Australia at 160 sites &amp; next will be the US. Thank you! https://t.co/c7071x2waI
'948392069852090368,3,,"Starting off 2018 with a bang! Two big catches a wahoo and a yellowfin tuna, unusual on the same day. This year has some great things in store for us, stay tuned! https://t.co/mO2K4iXsWt"
'959497931924516866,1,,"Hi Twitter family! If you haven?? already, please follow @JC2Ventures on Twitter for updates about what we are up to and how we are working with our portfolio of #startups."
'1019321821932351488,10,,"Exciting news, @JC2Ventures-backed @SparkCognition is partnering w/ @Boeing to shape the future of travel/transport, focusing on next-gen airspace management for the integration of #autonomous air vehicles. There?? no doubt this will transform the transportation ecosystem! #AI https://t.co/32hqm6DG3K"
'927619042839478272,9,,"But one area that missed was the main source of food for the future, I believe insects will be the next big thing &amp; main source of protein"
'875399274976169986,7,1,Great conversation @VivaTech with bold entrepreneurs fueling the startup engine in Europe #VivaTech17 @Dedrone @ironSource @Clustree https://t.co/X4UzqwVTuW
'1068242409073430528,7,8,"I wrote #ConnectingTheDots because I was getting the exact same questions at every session. Whether you??e a #startup or multinational enterprise, key concepts can help you prepare for the future. Thanks @CLOMedia for looking at my lessons for leadership. https://t.co/2ZjTBITj1J"
'924444635161874432,7,1,We/WV need to reinvent ourselves  &amp; become the 1st digital startup state. It begins with creating a innovation ecosystem right here at home https://t.co/RGe7gWgclE
'883043917771358208,10,,Hope everyone had a relaxing Fourth of July! We should all be thankful for those abroad who allow us our freedoms.
'1062588354372395008,7,1,"@KarenBuckalew @WestVirginiaU Karen, thank you very much! We can make this happen together!"
'1012405856552378368,7,1,Interested in hearing about the latest news in tech and how it impacts the global #startup ecosystem? Please tune into @CNBC?? @SquawkAlley tomorrow between 8:00-9:00am PT where I will be on the air to share my insights! https://t.co/vc9kdlFjBH
'981701041300426752,10,,"@bshore1998 @pindrop I think I have a good sense of humor, my wife  Elaine is not so sure"
'958206201115766785,3,,@YumikoKokuryu Thank you I will! Beautiful country
'937921742026153984,7,1,"@bshore1998 Thank you, yes open but going to be very selective as I am only going to add a few more."
'1020014672001449984,7,1,France is on its way to becoming the startup gateway in Europe. That?? why I?? excited as Global Ambassador to @LaFrenchTech to work w/ @PascalCagni to bridge France?? startup ecosystem w/ Silicon Valley's! @BF_NorthAmerica  https://t.co/cgczNohypt
'946084603181146112,10,,"@lanceperrycisco @Cisco Lance, great to hear from you, glad your mom is doing well!"
'1062587892810244096,7,,@stevenczyrny @WestVirginiaU We will dream and execute as a team!
'946083173615640577,7,1,"@rajinca @JoergLamprecht @Dedrone Raj, beginning to see a lot of creativity out of India on IoT, drones etc."
'907327093624553472,4,,"Elaine &amp; I are committed to FL, many family &amp; friends affected by #Irma.We stand united with you &amp; sending a donation of $250K to @RedCross"
'939361846867275776,0,,@cedriclockhart @Cisco That photo of us was on the other side of the office. Thank you for your kind comments
'934839952382349312,3,,@RGspeak It is fun and very rewarding. Much like dealing with startups.
'1040336725090885632,7,1,Thank you @tcs_na for having me at #TCSsummit to discuss digital disruption in the age of Business 4.0 with @TataCompanies Chairman Chandra. It was great to dive into the mindset shifts companies must adopt to stay relevant in light of emerging tech like AI. https://t.co/QoF1H3GVcC
'989912675390930944,1,,"@JeffFarrah @nvca Jeff, I could not agree more! I have also shared your nvca numbers of 90% to 53% in two decades. It says it all in terms of our challenges."
'1034125632211365888,3,,"When it comes to business, I look for life-long friends who also happen to be incredibly smart and are trying to change the world. Thanks to everyone who joined me on this year's Alaska trip. I'm lucky to be surrounded by such inspirational people! https://t.co/iM2XsWagdP"
'971576652261081088,7,1,"This is my 3rd year in a row w/ Jamie Montgomery @MontySummit  and I swear it only gets better each session. Thanks for this event that brings #startups, #VCs, academics, enterprise leaders together. We had a great panel today and I learn so much from this diverse audience. https://t.co/9rBWudQooJ"
'1029062071864852481,8,,"Incredibly excited that my book #ConnectingTheDots, is now available for pre-sale! If you order the book before it launches on September 25, @HachetteUS will send you a digital copy of my Innovation Playbook, which includes business and leadership lessons. https://t.co/1EHnbiCsKl"
'1100830213531783168,7,1,"Great discussion on the growing enterprise-startup partnership w/ @laurastevens &amp; @saranormous at the @WSJ #WSJCIO Network annual meeting this week! In the Digital Age, executives must find &amp; partner with #startups to drive innovation &amp; achieve organizational evolution. https://t.co/fZRUBP2fjF"
'939361356158976000,0,,"@ArtOToole @Cisco Thank you, great way to say thank you to my team"
'1044240294949081091,1,,"Congrats JC2-backed @Dedrone for introducing DroneTracker 3.5, their newest software update that allows customers to detect &amp; localize drone swarms. DroneTracker updates ensure protection against latest drone-based threats &amp; coordinated #drone intrusions. https://t.co/hTXSacWu5e"
'1003712919303909376,7,1,"At @JC2Ventures, we don?? just invest in #startups, we strategically partner with their CEOs as their most trusted advisers, mentors &amp; coaches. Thanks @vjfuhrmans @WSJ for talking with me about our vision to change the world one more time through startups! https://t.co/WGfpTFpe2O"
'1056949417117450240,1,,"The key to building a successful company is the ability to ??arness the chaos of continuous change.??Check out @Gartner_inc's latest set of predictions for 2019, which include some of the areas @JC2Ventures invests in, like diversity &amp; #AI https://t.co/ZDnECC3Hs0"
